sector,revenue_million,revenue_growth_rate,burn_rate_million,runway_months,funding_rounds,team_size,founder_experience_years,has_technical_cofounder,product_traction_users,customer_growth_rate,enterprise_customers,market_size_billion,business_model,geography,investor_type,founder_background,outcome
Health,0.48,120.0,2.42,3.6,1,222,23,0,151554,82.4,60,350,Subscription,Europe,tier2_vc,ex_bigtech,Failure
Other,0.0,,5.0,0.0,0,233,4,0,55202,,22,100,Subscription,North America,none,ex_bigtech,IPO
SaaS,7.92,145.3,5.99,1.6,4,135,11,1,471512,122.7,330,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,106,13,1,57989,,40,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,50,23,1,161057,,112,250,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,122,16,0,114345,,45,100,Subscription,North America,none,first_time,Acquisition
SaaS,3.68,86.9,2.22,0.3,3,70,2,0,583206,86.2,408,250,Subscription,Other,tier2_vc,academic,Acquisition
Other,0.18,120.0,0.7,2.1,1,168,21,1,193340,75.1,77,100,Subscription,North America,none,first_time,Failure
Other,2.99,120.0,11.96,3.6,1,263,12,1,34028,81.9,13,100,Subscription,Other,tier2_vc,academic,Failure
Other,4.81,120.0,19.24,3.6,1,222,2,1,150582,107.7,60,100,Subscription,Europe,tier2_vc,ex_bigtech,Acquisition
SaaS,7.6,120.0,19.0,3.6,1,28,17,1,37073,70.6,25,250,Subscription,North America,tier2_vc,academic,Failure
Other,4.55,120.0,18.2,3.6,1,289,8,0,27921,88.4,11,100,Subscription,Europe,tier2_vc,academic,Failure
Other,3.3,120.0,13.2,3.6,1,256,3,0,139657,119.6,55,100,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,160,13,1,74830,,29,100,Subscription,North America,none,academic,Acquisition
SaaS,42.4,49.0,10.83,19.9,4,183,10,1,265456,0.0,185,250,Subscription,North America,tier1_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,26,4,1,123231,,86,250,Subscription,Other,none,ex_bigtech,Failure
SaaS,10.0,151.7,10.54,0.3,3,151,9,1,170547,144.6,119,250,Subscription,North America,tier1_vc,first_time,Acquisition
SaaS,5.36,120.0,13.4,3.6,1,103,15,1,172329,77.9,120,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,72,16,0,45265,,18,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,6.59,120.0,26.37,3.6,1,40,16,0,145161,80.7,58,100,Subscription,North America,none,first_time,IPO
Health,0.12,120.0,0.6,1.8,1,110,19,0,49924,124.8,19,350,Subscription,Other,tier2_vc,academic,Failure
SaaS,0.0,,5.0,0.0,0,274,1,1,189310,,132,250,Subscription,Europe,none,serial_founder,Failure
Other,0.0,,5.0,0.0,0,71,22,1,28134,,11,100,Subscription,North America,none,ex_bigtech,Acquisition
Health,0.0,,5.0,0.0,0,272,6,0,186911,,74,350,Subscription,North America,none,first_time,IPO
Health,25.96,67.1,24.2,3.0,3,236,21,1,161139,52.6,64,350,Subscription,North America,tier2_vc,ex_bigtech,IPO
Health,0.0,,5.0,0.0,0,285,18,1,82329,,32,350,Subscription,North America,none,first_time,Acquisition
Health,0.0,,5.0,0.0,0,38,13,0,127939,,51,350,Subscription,North America,none,first_time,Acquisition
Health,24.25,100.2,50.64,3.7,2,139,20,1,57658,51.1,23,350,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.08,120.0,0.2,0.6,1,47,7,0,148226,97.8,103,250,Subscription,North America,none,first_time,Failure
Other,0.0,,5.0,0.0,0,292,6,0,72484,,28,100,Subscription,North America,none,ex_bigtech,Acquisition
Health,0.0,,5.0,0.0,0,57,17,1,151703,,60,350,Subscription,North America,none,first_time,Acquisition
Other,8.18,92.5,8.41,6.3,3,70,12,0,464412,59.2,185,100,Subscription,North America,none,academic,IPO
Other,0.0,,5.0,0.0,0,81,21,1,55072,,22,100,Subscription,North America,none,serial_founder,IPO
Other,0.0,,5.0,0.0,0,226,5,1,64780,,25,100,Subscription,North America,none,ex_bigtech,IPO
Other,0.0,,5.0,0.0,0,161,14,0,96090,,38,100,Subscription,North America,none,serial_founder,Failure
Other,0.0,,5.0,0.0,1,205,1,1,112105,,44,100,Subscription,North America,none,serial_founder,Failure
Ecommerce,0.0,,5.0,0.0,0,42,19,1,58078,,11,180,Marketplace,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,209,24,0,32848,,13,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,6.1,59.9,4.06,10.6,3,96,4,1,171621,35.3,68,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,291,4,0,120562,,48,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,188,7,1,29296,,11,100,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,102,10,0,77766,,54,250,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,267,14,1,75478,,30,100,Subscription,Other,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,297,16,1,21868,,15,250,Subscription,North America,none,academic,IPO
Other,0.0,,5.0,0.0,0,154,2,0,71028,,28,100,Subscription,Other,none,serial_founder,Acquisition
SaaS,0.0,120.0,0.0,0.0,1,58,6,1,160325,61.5,112,250,Subscription,North America,none,ex_bigtech,Failure
SaaS,0.0,,5.0,0.0,0,156,2,1,28498,,19,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,3.05,120.0,12.2,3.6,1,258,17,0,83221,116.4,33,100,Subscription,Oceania,tier2_vc,academic,Failure
SaaS,1.68,240.0,4.2,3.6,2,271,6,1,224914,186.1,157,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,2.5,120.0,10.0,3.6,1,270,11,0,35387,112.9,14,100,Subscription,Middle East,tier2_vc,serial_founder,Failure
Other,1.08,120.0,4.3,3.6,1,226,9,0,116459,117.5,46,100,Subscription,North America,none,academic,Failure
SaaS,2.56,120.0,6.4,3.6,1,78,20,1,82518,102.3,57,250,Subscription,North America,tier2_vc,first_time,Failure
SaaS,13.68,80.1,11.41,2.6,2,277,14,1,311614,54.3,218,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,239,2,0,187829,,75,100,Subscription,Europe,none,ex_bigtech,Acquisition
Other,0.25,120.0,1.0,3.0,1,218,16,0,53868,68.4,21,100,Subscription,North America,tier2_vc,ex_bigtech,IPO
Other,0.0,,5.0,0.0,0,106,7,1,160034,,64,100,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,10,23,1,122781,,85,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,74,6,0,26343,,18,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,137,24,0,135137,,54,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,159,0,1,144103,,57,100,Subscription,Asia,none,first_time,Failure
Other,2.65,120.0,10.6,3.6,1,161,14,1,96668,110.8,38,100,Subscription,Other,tier2_vc,serial_founder,IPO
Other,0.0,,5.0,0.0,0,275,7,0,191158,,76,100,Subscription,Other,none,ex_bigtech,Failure
SaaS,0.0,,5.0,0.0,0,212,14,0,167952,,117,250,Subscription,Other,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,41,23,0,135408,,54,100,Subscription,Europe,none,serial_founder,Acquisition
Other,12.0,47.7,4.77,18.1,4,71,18,1,487752,43.1,195,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,233,4,1,90528,,36,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,21.18,120.0,84.7,3.6,1,110,17,0,177028,103.0,70,100,Subscription,North America,tier2_vc,first_time,IPO
SaaS,0.0,,5.0,0.0,0,98,22,1,68823,,48,250,Subscription,Other,none,serial_founder,Acquisition
SaaS,2.16,120.0,5.4,3.6,1,18,14,1,42996,79.4,30,250,Subscription,Middle East,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,58,16,1,75504,,52,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,280,8,0,126118,,50,100,Subscription,Europe,none,first_time,IPO
SaaS,14.96,24.4,3.8,9.5,2,280,10,0,372812,17.6,260,250,Subscription,Other,tier2_vc,academic,Failure
Other,2.5,120.0,10.0,3.6,1,150,13,1,28307,108.7,11,100,Subscription,North America,tier2_vc,academic,Failure
SaaS,0.0,,5.0,0.0,0,141,20,1,109720,,76,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,1.75,120.0,7.0,3.6,1,205,5,0,129153,129.9,51,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,41,2,1,101829,,71,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,2.4,120.0,6.0,3.6,1,154,6,1,187338,81.3,131,250,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,158,24,0,162793,,113,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,1.0,120.0,4.0,3.6,1,281,7,0,196002,140.2,78,100,Subscription,North America,tier2_vc,serial_founder,Acquisition
Other,101.56,71.2,60.27,3.0,4,87,13,1,354764,78.1,141,100,Subscription,North America,tier2_vc,ex_bigtech,IPO
Other,0.0,,5.0,0.0,0,152,2,0,39304,,15,100,Subscription,Europe,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,23,8,1,57590,,40,250,Subscription,Europe,none,academic,Acquisition
Other,0.01,120.0,0.04,0.1,1,244,5,1,176399,78.1,70,100,Subscription,North America,tier2_vc,ex_bigtech,Failure
Other,0.98,120.0,3.92,3.6,1,190,12,1,193832,78.6,77,100,Subscription,Europe,tier2_vc,serial_founder,Failure
SaaS,175.5,47.1,19.13,2.1,9,137,12,1,1109070,7.5,500,250,Subscription,North America,tier2_vc,serial_founder,IPO
Other,0.13,120.0,0.54,1.6,1,33,24,0,31242,58.8,12,100,Subscription,North America,tier2_vc,first_time,Failure
SaaS,0.05,120.0,0.12,0.4,1,58,19,1,66140,77.5,46,250,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,117,10,0,48554,,19,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,104,6,1,21014,,8,100,Subscription,Europe,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,145,8,1,64668,,25,100,Subscription,North America,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,46,15,0,198978,,79,100,Subscription,North America,none,first_time,Acquisition
Other,4.4,120.0,17.6,3.6,1,11,1,0,84108,124.5,33,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,6.0,120.0,24.0,3.6,1,78,1,0,24385,86.4,9,100,Subscription,North America,tier2_vc,first_time,Failure
SaaS,2.0,120.0,5.0,3.6,1,147,10,1,62497,115.0,43,250,Subscription,North America,tier2_vc,academic,Failure
Other,0.74,120.0,2.98,3.6,1,62,3,1,54024,93.2,21,100,Subscription,North America,tier2_vc,ex_bigtech,Failure
SaaS,0.12,120.0,0.31,0.9,1,144,20,1,65404,98.1,45,250,Subscription,Other,none,first_time,Acquisition
Other,0.0,120.0,0.0,0.0,1,17,11,0,68896,101.4,27,100,Subscription,Other,tier2_vc,first_time,Acquisition
Other,43.0,38.9,27.88,9.3,2,74,2,0,80964,24.7,32,100,Subscription,Other,tier2_vc,first_time,Acquisition
Health,32.8,104.4,35.67,7.5,4,203,23,1,231984,80.9,92,350,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Health,0.0,,5.0,0.0,0,153,16,0,28149,,11,350,Subscription,Other,none,first_time,IPO
Ecommerce,0.0,,5.0,0.0,0,127,16,1,137830,,27,180,Marketplace,North America,none,academic,Acquisition
SaaS,0.02,120.0,0.06,0.2,1,84,24,1,99368,76.2,69,250,Subscription,North America,none,ex_bigtech,Failure
SaaS,0.01,120.0,0.02,0.1,1,120,19,0,127981,118.0,89,250,Subscription,Other,none,ex_bigtech,Failure
Ecommerce,0.0,,5.0,0.0,0,206,4,0,143800,,28,180,Marketplace,North America,none,first_time,IPO
Other,0.02,,5.0,0.1,1,53,9,0,48870,,19,100,Subscription,North America,none,serial_founder,Acquisition
Other,0.5,120.0,2.0,3.6,1,183,18,1,121219,99.3,48,100,Subscription,North America,tier2_vc,ex_bigtech,Failure
Ecommerce,0.0,120.0,0.0,0.0,1,282,3,1,144987,77.5,28,180,Marketplace,Other,none,ex_bigtech,Failure
Other,0.0,,5.0,0.0,0,18,24,1,64789,,25,100,Subscription,North America,none,first_time,Acquisition
Health,8.2,120.0,41.0,3.6,1,119,5,1,37842,88.3,15,350,Subscription,Europe,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,95,14,0,90527,,36,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,104,12,1,53557,,21,100,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,276,6,1,175385,,122,250,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,105,4,0,181225,,72,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,282,19,0,76924,,30,100,Subscription,North America,none,first_time,Acquisition
Health,0.6,120.0,3.0,3.6,1,26,14,0,178698,108.8,71,350,Subscription,North America,none,academic,IPO
SaaS,0.24,120.0,0.6,1.8,1,10,2,1,124866,117.8,87,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,95,17,1,134187,,93,250,Subscription,North America,none,first_time,IPO
Health,5.2,120.0,26.0,3.6,1,19,23,1,162632,90.4,65,350,Subscription,North America,tier2_vc,ex_bigtech,IPO
Health,2.0,120.0,10.0,3.6,1,157,17,1,174577,107.0,69,350,Subscription,North America,none,academic,IPO
Health,0.0,,5.0,0.0,0,41,6,1,88284,,35,350,Subscription,North America,none,first_time,IPO
SaaS,0.0,,5.0,0.0,0,121,5,1,138266,,96,250,Subscription,North America,none,serial_founder,Acquisition
Other,0.25,120.0,1.0,3.0,1,190,11,0,135528,89.5,54,100,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,144,24,0,129562,,51,100,Subscription,North America,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,33,9,0,185088,,74,100,Subscription,Asia,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,184,0,1,168317,,67,100,Subscription,Other,none,ex_bigtech,Failure
Other,11.23,48.8,9.14,6.6,2,155,6,1,135996,44.8,54,100,Subscription,Europe,tier2_vc,first_time,Acquisition
Other,0.18,240.0,0.7,0.0,2,129,24,1,375368,175.6,150,100,Subscription,North America,tier2_vc,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,42,1,1,118221,,82,250,Subscription,North America,none,academic,Acquisition
Ecommerce,0.0,,5.0,0.0,0,182,14,1,46089,,9,180,Marketplace,North America,none,ex_bigtech,Failure
Other,0.5,120.0,2.0,3.6,1,189,3,1,192905,73.5,77,100,Subscription,Other,tier2_vc,first_time,Failure
SaaS,0.0,,5.0,0.0,0,196,24,1,188323,,131,250,Subscription,North America,none,first_time,Acquisition
Health,9.6,120.0,48.0,3.6,1,266,14,1,35214,107.5,14,350,Subscription,Other,tier1_vc,ex_bigtech,Failure
Health,2.62,120.0,13.08,3.6,1,189,6,1,34709,29.5,13,350,Subscription,Europe,tier2_vc,ex_bigtech,Failure
SaaS,8.0,216.8,18.07,0.0,2,127,20,1,279268,139.7,195,250,Subscription,Other,tier2_vc,serial_founder,Acquisition
SaaS,0.8,120.0,2.0,3.6,1,289,8,1,40073,125.4,28,250,Subscription,North America,tier2_vc,academic,Acquisition
Other,5.25,248.9,14.52,0.5,3,165,10,0,562521,239.8,225,100,Subscription,North America,tier1_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,158,16,1,54435,,38,250,Subscription,North America,none,serial_founder,IPO
SaaS,41.52,77.3,22.29,9.7,3,158,6,1,506463,100.3,354,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.75,120.0,3.0,3.6,1,217,12,0,156930,124.4,62,100,Subscription,North America,tier1_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,9,19,1,170902,,68,100,Subscription,North America,none,serial_founder,Failure
Other,0.5,120.0,2.0,3.6,1,96,16,0,190521,95.2,76,100,Subscription,North America,tier2_vc,serial_founder,Failure
Other,0.5,120.0,2.0,3.6,1,209,23,0,88265,107.4,35,100,Subscription,North America,tier2_vc,academic,Failure
Other,0.1,120.0,0.4,1.2,1,122,14,1,86496,39.6,34,100,Subscription,North America,none,ex_bigtech,Acquisition
Ecommerce,26.4,120.0,44.0,3.6,1,123,19,1,98503,106.0,19,180,Marketplace,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,243,2,1,67766,,27,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,79,11,1,30307,,12,100,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,32,7,1,146139,,102,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,90,2,1,184632,,73,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,48,19,1,148515,,59,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,270,0,1,35827,,25,250,Subscription,North America,none,first_time,Acquisition
SaaS,4.0,120.0,10.0,3.6,1,108,15,0,31604,103.8,22,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,159,21,0,126791,,50,100,Subscription,North America,none,ex_bigtech,Failure
Other,0.05,120.0,0.2,0.6,1,145,17,0,119827,60.6,47,100,Subscription,Other,tier2_vc,ex_bigtech,Failure
Other,0.0,,5.0,0.0,0,258,24,0,69448,,27,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,109,0,1,188000,,131,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,287,14,1,40287,,16,100,Subscription,North America,none,ex_bigtech,IPO
SaaS,0.0,,5.0,0.0,0,81,12,1,191893,,134,250,Subscription,North America,none,serial_founder,Failure
Other,0.0,,5.0,0.0,0,258,13,0,60561,,24,100,Subscription,Other,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,210,16,1,130083,,52,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,232,4,1,139007,,97,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,98,9,0,44229,,17,100,Subscription,Europe,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,72,9,1,85953,,34,100,Subscription,North America,none,serial_founder,IPO
Other,0.0,,5.0,0.0,0,253,4,0,39136,,15,100,Subscription,North America,none,first_time,IPO
SaaS,0.96,120.0,2.4,3.6,1,93,1,1,77179,85.2,54,250,Subscription,North America,tier2_vc,serial_founder,Acquisition
Other,0.6,120.0,2.4,3.6,1,259,21,0,120766,123.1,48,100,Subscription,North America,none,ex_bigtech,Failure
SaaS,0.0,,5.0,0.0,0,107,14,1,55067,,38,250,Subscription,Other,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,201,12,1,193752,,135,250,Subscription,North America,none,ex_bigtech,Failure
SaaS,0.0,,5.0,0.0,0,23,21,1,33783,,23,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,52,21,0,65772,,46,250,Subscription,North America,none,academic,Acquisition
SaaS,1.8,84.4,1.58,3.4,2,204,16,0,63818,72.2,44,250,Subscription,North America,tier1_vc,academic,Acquisition
SaaS,0.04,120.0,0.1,0.3,1,278,23,1,165643,91.6,115,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,42,7,1,39487,,27,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.1,120.0,0.25,0.7,1,225,7,1,98128,102.8,68,250,Subscription,North America,tier2_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,175,4,1,43369,,17,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,57,12,1,62339,,43,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,222,16,1,182660,,73,100,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,90,2,1,101688,,71,250,Subscription,North America,none,first_time,Acquisition
Health,0.0,,5.0,0.0,0,209,22,0,111015,,44,350,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.16,120.0,0.4,1.2,1,103,6,1,181443,115.8,127,250,Subscription,Other,none,academic,Failure
SaaS,0.0,,5.0,0.0,0,283,8,1,104274,,72,250,Subscription,Europe,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,258,22,0,82207,,32,100,Subscription,Other,none,ex_bigtech,Acquisition
Health,29.0,40.0,12.08,9.3,4,231,10,0,371804,11.5,148,350,Subscription,North America,tier2_vc,serial_founder,Failure
Other,0.0,,5.0,0.0,0,234,18,0,182320,,72,100,Subscription,North America,none,first_time,IPO
Other,0.04,240.0,0.16,0.3,2,73,1,1,330692,212.5,132,100,Subscription,Other,none,serial_founder,Failure
Other,22.5,94.0,23.5,10.4,3,48,7,1,584052,89.9,233,100,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,285,1,0,146335,,58,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,148,2,1,48347,,33,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,112,1,1,50688,,20,100,Subscription,North America,none,academic,Failure
Health,0.0,,5.0,0.0,0,127,5,0,144806,,57,350,Subscription,North America,none,first_time,Acquisition
Other,4.13,120.0,16.52,3.6,1,59,10,1,160717,109.2,64,100,Subscription,North America,none,first_time,Failure
SaaS,0.0,,5.0,0.0,0,233,9,1,179266,,125,250,Subscription,North America,none,first_time,Acquisition
SaaS,2.4,120.0,6.0,3.6,1,48,23,1,39964,112.3,27,250,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,183,0,0,107315,,42,100,Subscription,North America,none,serial_founder,Failure
SaaS,0.0,120.0,0.0,0.0,2,256,6,1,318406,105.2,222,250,Subscription,North America,tier2_vc,serial_founder,Acquisition
SaaS,0.02,240.0,0.06,0.1,2,151,3,1,353954,176.4,247,250,Subscription,North America,none,first_time,Failure
Other,0.0,,5.0,0.0,0,207,3,1,118365,,47,100,Subscription,North America,none,first_time,IPO
Other,0.0,,5.0,0.0,0,173,12,1,66499,,26,100,Subscription,North America,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,50,6,1,123223,,49,100,Subscription,Other,none,first_time,Failure
Other,1.26,70.9,0.99,9.0,3,190,18,0,256818,64.9,102,100,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,74,8,1,91665,,64,250,Subscription,North America,none,serial_founder,Acquisition
Health,0.0,,5.0,0.0,0,237,2,1,150076,,60,350,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,282,21,1,30642,,12,100,Subscription,Europe,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,74,7,1,60121,,24,100,Subscription,North America,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,113,23,1,185344,,129,250,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,182,20,1,99921,,39,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,172,23,1,66792,,46,250,Subscription,Europe,none,ex_bigtech,Failure
SaaS,0.0,,5.0,0.0,0,73,18,1,38673,,27,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,62,7,1,48590,,19,100,Subscription,North America,none,first_time,Acquisition
SaaS,50.4,120.0,126.0,3.6,1,99,4,0,143096,67.2,100,250,Subscription,North America,none,first_time,Acquisition
SaaS,28.0,240.0,70.0,2.1,2,294,24,1,166964,187.3,116,250,Subscription,Other,tier2_vc,first_time,Failure
SaaS,25.6,120.0,64.0,3.6,1,8,17,0,121837,112.7,85,250,Subscription,North America,tier2_vc,academic,Failure
Other,0.0,,5.0,0.0,0,190,5,1,160268,,64,100,Subscription,North America,none,serial_founder,IPO
SaaS,17.48,120.0,43.7,3.6,1,268,4,1,143724,77.5,100,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,120.0,0.0,0.0,1,287,2,0,173637,65.4,69,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,265,6,1,115704,,46,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,61,9,1,31541,,22,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.8,120.0,2.0,3.6,1,30,11,1,168350,62.5,117,250,Subscription,Europe,tier2_vc,academic,Failure
Other,2.55,103.5,4.4,7.4,2,17,0,1,131326,72.2,52,100,Subscription,North America,tier2_vc,first_time,Failure
Other,1.9,88.2,1.4,7.7,4,89,18,0,472124,57.4,188,100,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,12.8,120.0,32.0,3.6,1,151,17,1,35934,65.2,25,250,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,16.4,71.0,12.13,2.7,2,154,18,1,205634,49.6,143,250,Subscription,Europe,tier1_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,268,18,1,131519,,52,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,256,14,1,96284,,38,100,Subscription,North America,none,academic,Acquisition
Ecommerce,0.0,,5.0,0.0,0,212,12,1,139033,,27,180,Marketplace,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,156,14,1,69526,,48,250,Subscription,Europe,none,first_time,Acquisition
Ecommerce,0.0,,5.0,0.0,0,96,18,1,141489,,28,180,Marketplace,North America,none,serial_founder,Acquisition
Other,5.01,120.0,20.04,3.6,1,191,10,1,142672,85.4,57,100,Subscription,North America,tier2_vc,serial_founder,Acquisition
SaaS,12.0,120.0,30.0,3.6,1,138,3,0,162940,109.3,114,250,Subscription,Europe,tier2_vc,first_time,Acquisition
SaaS,10.56,120.0,26.4,3.6,1,47,10,1,131027,97.0,91,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,10.4,120.0,26.0,3.6,1,57,15,1,133169,117.1,93,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,222,24,0,140438,,56,100,Subscription,North America,none,academic,Acquisition
SaaS,9.6,120.0,24.0,3.6,1,261,5,1,169121,121.2,118,250,Subscription,North America,tier1_vc,first_time,Acquisition
Other,3.0,120.0,12.0,3.6,1,115,7,0,71509,91.3,28,100,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,30,8,1,184436,,73,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,72,9,0,114778,,80,250,Subscription,Other,none,first_time,Acquisition
Fintech,3.24,120.0,10.8,3.6,1,207,1,1,169824,102.7,84,200,Transaction-fee,North America,none,academic,Failure
Other,0.0,,5.0,0.0,0,36,19,0,139210,,55,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,89,16,1,184351,,73,100,Subscription,North America,none,first_time,IPO
Other,0.0,,5.0,0.0,0,132,19,1,39786,,15,100,Subscription,North America,none,first_time,IPO
